"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","539","Login with invalid credentials test","tests","Wed Apr 02 00:59:01 GMT 2025","passed","Wed Apr 02 00:59:01 GMT 2025","TestLogin","login_test","",""
"","228","Test Accessibility with Default Counts","tests","Wed Apr 02 00:58:59 GMT 2025","skipped","Wed Apr 02 00:59:00 GMT 2025","TestAccessibility","accesability_test","",""
"","170","Test Accessibility with Custom Counts","tests","Wed Apr 02 00:59:01 GMT 2025","passed","Wed Apr 02 00:59:01 GMT 2025","TestAccessibility","accesability_test","",""
"","192","Login with invalid credentials test","tests","Wed Apr 02 00:59:02 GMT 2025","passed","Wed Apr 02 00:59:02 GMT 2025","TestLogin","login_test","",""
"","308","test_checkout_counter[chromium-standard_user]","tests","Wed Apr 02 00:59:02 GMT 2025","failed","Wed Apr 02 00:59:02 GMT 2025","TestCheckout","checkout_test","",""
"","177","Test Accessibility with Custom Counts","tests","Wed Apr 02 00:59:00 GMT 2025","skipped","Wed Apr 02 00:59:00 GMT 2025","TestAccessibility","accesability_test","",""
"","176","test_inventory_page[chromium-standard_user]","tests","Wed Apr 02 00:59:00 GMT 2025","passed","Wed Apr 02 00:59:00 GMT 2025","TestInventory","inventory_test","",""
