"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","217","Test Accessibility with Custom Counts","tests","2026-09-20","passed","2026-09-20","TestAccessibility","accesability_test","",""
"","215","Login with invalid credentials test","tests","2026-09-20","passed","2026-09-20","TestLogin","login_test","",""
"","148","Login with invalid credentials test","tests","2026-09-20","passed","2026-09-20","TestLogin","login_test","",""
"","302","Test Accessibility with Default Counts","tests","2026-09-20","skipped","2026-09-20","TestAccessibility","accesability_test","",""
"","191","Test Accessibility with Custom Counts","tests","2026-09-20","skipped","2026-09-20","TestAccessibility","accesability_test","",""
"","22","test_inventory_page[chromium-standard_user]","tests","2026-09-20","passed","2026-09-20","TestInventory","inventory_test","",""
"","345","test_checkout_counter[chromium-standard_user]","tests","2026-09-20","failed","2026-09-20","TestCheckout","checkout_test","",""
