"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","174","Test Accessibility with Custom Counts","tests","2026-06-07","skipped","2026-06-07","TestAccessibility","accesability_test","",""
"","47","test_inventory_page[chromium-standard_user]","tests","2026-06-07","passed","2026-06-07","TestInventory","inventory_test","",""
"","190","Test Accessibility with Custom Counts","tests","2026-06-07","passed","2026-06-07","TestAccessibility","accesability_test","",""
"","429","Login with invalid credentials test","tests","2026-06-07","passed","2026-06-07","TestLogin","login_test","",""
"","252","Test Accessibility with Default Counts","tests","2026-06-07","skipped","2026-06-07","TestAccessibility","accesability_test","",""
"","205","test_checkout_counter[chromium-standard_user]","tests","2026-06-07","failed","2026-06-07","TestCheckout","checkout_test","",""
"","166","Login with invalid credentials test","tests","2026-06-07","passed","2026-06-07","TestLogin","login_test","",""
