"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","158","Login with invalid credentials test","tests","Sun Mar 30 01:02:06 GMT 2025","passed","Sun Mar 30 01:02:07 GMT 2025","TestLogin","login_test","",""
"","178","Test Accessibility with Custom Counts","tests","Sun Mar 30 01:02:00 GMT 2025","passed","Sun Mar 30 01:02:01 GMT 2025","TestAccessibility","accesability_test","",""
"","51","test_inventory_page[chromium-standard_user]","tests","Sun Mar 30 01:02:06 GMT 2025","passed","Sun Mar 30 01:02:06 GMT 2025","TestInventory","inventory_test","",""
"","170","Test Accessibility with Default Counts","tests","Sun Mar 30 01:01:59 GMT 2025","skipped","Sun Mar 30 01:01:59 GMT 2025","TestAccessibility","accesability_test","",""
"","170","Test Accessibility with Custom Counts","tests","Sun Mar 30 01:02:00 GMT 2025","skipped","Sun Mar 30 01:02:00 GMT 2025","TestAccessibility","accesability_test","",""
"","137","Login with invalid credentials test","tests","Sun Mar 30 01:02:07 GMT 2025","passed","Sun Mar 30 01:02:07 GMT 2025","TestLogin","login_test","",""
"","240","test_checkout_counter[chromium-standard_user]","tests","Sun Mar 30 01:02:01 GMT 2025","failed","Sun Mar 30 01:02:01 GMT 2025","TestCheckout","checkout_test","",""
