"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","175","Test Accessibility with Custom Counts","tests","2026-08-02","skipped","2026-08-02","TestAccessibility","accesability_test","",""
"","334","test_checkout_counter[chromium-standard_user]","tests","2026-08-02","failed","2026-08-02","TestCheckout","checkout_test","",""
"","100","test_inventory_page[chromium-standard_user]","tests","2026-08-02","passed","2026-08-02","TestInventory","inventory_test","",""
"","346","Test Accessibility with Default Counts","tests","2026-08-02","skipped","2026-08-02","TestAccessibility","accesability_test","",""
"","350","Login with invalid credentials test","tests","2026-08-02","passed","2026-08-02","TestLogin","login_test","",""
"","174","Test Accessibility with Custom Counts","tests","2026-08-02","passed","2026-08-02","TestAccessibility","accesability_test","",""
"","157","Login with invalid credentials test","tests","2026-08-02","passed","2026-08-02","TestLogin","login_test","",""
