"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","281","Test Accessibility with Default Counts","tests","2026-09-01","skipped","2026-09-01","TestAccessibility","accesability_test","",""
"","214","Test Accessibility with Custom Counts","tests","2026-09-01","skipped","2026-09-01","TestAccessibility","accesability_test","",""
"","338","test_checkout_counter[chromium-standard_user]","tests","2026-09-01","failed","2026-09-01","TestCheckout","checkout_test","",""
"","62","test_inventory_page[chromium-standard_user]","tests","2026-09-01","passed","2026-09-01","TestInventory","inventory_test","",""
"","206","Test Accessibility with Custom Counts","tests","2026-09-01","passed","2026-09-01","TestAccessibility","accesability_test","",""
"","314","Login with invalid credentials test","tests","2026-09-01","passed","2026-09-01","TestLogin","login_test","",""
"","108","Login with invalid credentials test","tests","2026-09-01","passed","2026-09-01","TestLogin","login_test","",""
